biomass	fertiliser	leaf_n	light
12.7741979358949	B	2.40030162923087	7.31764275114983
5.3751827744214	B	2.54308704642699	18.1424349080771
1.19164997814762	B	2.35808140568215	23.9869053242728
6.41182314873455	C	1.78305857499966	17.452652528882
3.40903091064876	B	2.30679598063614	20.8735788846388
10.56487911928	B	2.09407413315235	11.2401250377297
5.52601885188264	C	2.51317776304412	22.4186181230471
19.4817162158893	C	2.92042568864083	7.48430897016078
5.48908888149236	C	2.97869046893579	22.6842915918678
11.6233227159752	B	2.47642539436111	11.9920426979661
3.40948096741486	C	3.28970146054275	23.5563210584223
15.5456330613801	A	2.86631316187242	5.28619419783354
11.8164353024113	C	2.36813946027598	14.6516591962427
6.36373791854697	A	1.94787251286937	14.345635343343
-2.50483174456054	A	2.284714302078	24.1505671944469
6.15546876705958	B	1.8002647908829	16.498953984119
9.31610888785823	C	2.09289343252751	13.4950009221211
3.43950770403138	B	2.23937458217451	19.6320307161659
5.57328663761153	A	2.10692115884032	15.9067971678451
9.80740256965677	A	2.99651462309946	12.5003170920536
6.68902880250682	A	1.92898828510613	14.1526577621698
14.7679863521292	A	2.37392840989806	5.61656964942813
4.85738689486159	C	2.24532953533139	22.3375514894724
2.96391346145101	C	2.4316947059293	23.5659506404772
-0.462868398734127	A	1.96223135173619	21.2860454572365
12.253568117364	A	3.03059439223185	11.7917851917446
8.81191975425347	C	3.0652435714117	19.6460642060265
6.49220512975021	C	2.51369975845184	20.4375688266009
-0.750301959379399	A	2.3530489650927	23.6754618072882
15.1620036517067	C	2.15707374833766	8.39110698085278
2.61523574183056	B	2.31597769470563	21.553060952574
3.22996463246724	C	1.95772139725184	24.3274548370391
13.771506089731	B	1.87444485417425	8.97126436699182
12.762830512585	C	2.55922836779333	10.4598158970475
4.23060253187723	B	2.63704769637814	20.8898080512881
4.87318487136806	C	1.86920986997575	19.8126999801025
0.686100288901919	A	3.03506829253328	23.6249893391505
14.1877559111375	C	2.17844709539535	11.629500053823
3.03875635627653	B	2.16589179038194	22.7322435937822
16.273878751887	B	1.90689297469841	5.56775254197419
1.11378030502674	A	2.39626123846099	22.9770312411711
6.71127011239829	A	2.29054490914389	15.8529391884804
14.4481208719514	B	2.92946867551345	8.33508248440921
17.6385668226688	C	2.93813177582639	5.23777530062944
14.316311576264	C	2.3210547410973	10.9197939373553
8.24952471222235	B	2.47408164933477	15.2844858216122
3.4220244154231	C	1.97824340903115	23.1297700153664
14.4273419428136	B	2.93466051045215	7.64826885890216
13.4313333369543	C	2.44777531111117	12.2654944565147
7.16489367690762	A	2.57684087853655	14.473163401708
2.59790757961028	B	2.52695699391931	23.3532363874838
13.7314807272379	B	2.93845118985299	11.0287388507277
0.788541922808253	A	2.05812883762646	22.0270756212994
4.27698387746622	B	2.66317805656015	21.1685344111174
5.96429838910572	B	1.98140105000339	15.7334855524823
6.55595362335563	A	1.78123408500966	15.2884623920545
14.5525458975544	C	2.71544940799614	12.6234835991636
6.40376165420598	B	2.8428922310699	18.6947926133871
6.55337972448275	C	2.25043551425564	21.9903085147962
11.920278842266	A	2.41759591527605	8.01543879788369
2.92953135064473	A	3.0899844514053	21.1185521492735
4.28003849632582	C	2.36478917123831	19.5917503722012
14.9877849501876	C	2.01771654795247	9.12751401774585
4.42447381146519	C	2.97124539647383	22.6816687034443
6.55332121892324	C	2.2021688254833	17.6614930247888
8.92126607058595	B	3.0098673507429	17.8060653945431
10.1074674312043	A	2.40965194153305	9.82823450118303
7.18829946167674	C	2.60087543894288	19.1223739646375
7.45535615674043	C	2.85567507234577	19.2225032113492
21.6734657737846	C	2.78820447748756	5.04278169944882
5.60480185774287	A	2.8642554144347	18.9610667014495
11.4383724473815	A	1.68449301558209	7.61801227927208
3.40800991117591	B	2.0400568617702	21.4851910574362
0.671567814618267	B	2.82512822478383	23.7197734229267
11.8563963103971	B	2.1231956127913	9.10955989267677
13.5586440960828	B	2.97452162061215	8.72391367331147
18.652302737955	C	2.80806376143944	6.00236223544925
5.30406165290826	B	2.61523458482618	20.5536768073216
9.83157621360839	B	2.51068537207713	12.6478710724041
13.5122603876506	B	2.50181296669847	7.1498698880896
1.8454163185251	B	2.49298927596889	24.9518601316959
8.3125649093266	A	2.08912466213818	10.8328770752996
10.8300239231649	C	2.93118626279208	15.8429583674297
5.09957552526498	C	2.85961137823401	23.0171596026048
6.35738407820614	B	2.23551324173048	16.634363271296
15.6522104498319	B	2.48454425159336	6.54372433200479
6.39725208770908	B	2.36253790268502	16.7904699454084
8.91052404628769	B	2.65256421481161	15.0262192683294
5.61518465464257	C	1.97481377156471	20.4441396752372
4.31804140396978	C	2.59880972097692	23.7523940205574
0.023247198067904	A	3.01130182889283	24.8195689497516
17.1142868167797	B	2.48642276024453	5.46062683686614
4.28750018672554	B	2.47443635005113	19.7874369379133
15.461902287473	C	3.06728164658008	10.664370469749
11.5752962187158	C	2.10115425373444	13.838200988248
2.45765437583074	B	2.19139432931919	21.9745474494994
4.93094202059656	A	2.85141900589779	17.1303799841553
12.7948688857017	C	2.39341066290966	12.4910473776981
